Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations
2160@customer-leads.com,request demo ,No,Yes,Swe,5498,Yes,Yes,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"aurora,s3",ms_sql
2161@customer-leads.com,contact us,No,No,Business analyst ,6488,No,Yes,Yes,Denmark,Direct - Home,This Quarter,google_analytics ,redshift
2162@customer-leads.com,request quote,No,No,Product manager,8446,Yes,Yes,No,India,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3"
2163@customer-leads.com,created account ,Yes,Yes,Tech lead,3604,Yes,Yes,No,India,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",ms_sql
2164@customer-leads.com,created account ,Yes,No,Product manager,1039,No,Yes,Yes,Us,Blog - Generic,Early Exploration,"redshift,s3,tableau","bigquery,s3"
2165@customer-leads.com,request quote,Yes,Yes,Tech lead,5232,Yes,Yes,Yes,China,Ads - ETL Tools,Early Exploration,google_analytics ,"postgres,s3,ms_sql"
2166@customer-leads.com,request demo ,No,Yes,Business analyst ,7892,Yes,No,No,China,Blog - Redshift - X to Y,Immediately,"aurora,s3","snowflake,rds,ms_sql"
2167@customer-leads.com,created account ,No,No,Swe,8565,No,Yes,No,Denmark,Direct - Home,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql"
2168@customer-leads.com,contact us,No,No,Business analyst ,7008,No,No,No,Germany,Direct - Home,Early Exploration,google_analytics ,"snowflake,rds,ms_sql"
2169@customer-leads.com,contact us,Yes,No,Ceo,5467,No,Yes,No,India,Blog - Redshift - X to Y,This Quarter,google_analytics ,ms_sql
2170@customer-leads.com,request demo ,No,No,Swe,6964,No,No,Yes,Denmark,Blog - Redshift - Generic,In A Month,"python,chartio,superset","postgres,s3,ms_sql"
2171@customer-leads.com,created account ,No,Yes,Ceo,8763,Yes,Yes,No,Germany,Blog - Redshift - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql"
2172@customer-leads.com,created account ,No,No,Ceo,1744,Yes,No,Yes,Us,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","bigquery,s3"
2173@customer-leads.com,contact us,Yes,No,Swe,8950,No,Yes,Yes,Japan,Direct - Home,Early Exploration,"redshift,s3,tableau","bigquery,s3"
2174@customer-leads.com,created account ,No,Yes,Swe,121,Yes,Yes,No,Japan,Blog - Redshift - Generic,This Quarter,"python,chartio,superset","bigquery,s3"
2175@customer-leads.com,created account ,No,No,Product manager,1647,Yes,Yes,Yes,China,Blog - Generic,In A Month,"python,chartio,superset","postgres,s3,ms_sql"
2176@customer-leads.com,created account ,No,Yes,Tech lead,5021,Yes,Yes,No,Us,Blog - Generic,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2177@customer-leads.com,created account ,No,Yes,Product manager,1030,Yes,Yes,Yes,China,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",redshift
2178@customer-leads.com,request demo ,Yes,Yes,Tech lead,5348,No,No,Yes,China,Ads - ETL Tools,In A Month,"mysql,ms_sql",redshift
2179@customer-leads.com,request demo ,Yes,No,Ceo,2400,Yes,No,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","snowflake,rds,ms_sql"
2180@customer-leads.com,request quote,No,Yes,Ceo,9277,Yes,No,Yes,Denmark,Ads - ETL Tools,Early Exploration,google_analytics ,"snowflake,rds,ms_sql"
2181@customer-leads.com,created account ,Yes,Yes,Business analyst ,6293,Yes,Yes,Yes,India,Blog - Generic,Early Exploration,"python,chartio,superset",redshift
2182@customer-leads.com,contact us,No,Yes,Ceo,854,No,Yes,No,Denmark,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql",ms_sql
2183@customer-leads.com,contact us,No,No,Business analyst ,6127,Yes,No,No,Germany,Blog - Generic,Early Exploration,google_analytics ,"bigquery,s3"
2184@customer-leads.com,contact us,Yes,Yes,Ceo,3745,Yes,No,No,India,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql"
2185@customer-leads.com,request demo ,Yes,No,Tech lead,5380,No,No,No,Us,Blog - Redshift - X to Y,This Quarter,google_analytics ,ms_sql
2186@customer-leads.com,contact us,No,Yes,Ceo,7005,Yes,No,No,India,Blog - Generic,Early Exploration,"redshift,s3,tableau",redshift
2187@customer-leads.com,contact us,No,Yes,Ceo,8758,Yes,No,No,China,Ads - ETL Tools,This Quarter,"aurora,s3",redshift
2188@customer-leads.com,contact us,Yes,Yes,Ceo,4592,No,No,Yes,India,Blog - Generic,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql"
2189@customer-leads.com,created account ,Yes,Yes,Product manager,216,Yes,Yes,No,Germany,Ads - ETL Tools,In A Month,google_analytics ,"bigquery,s3"
2190@customer-leads.com,request demo ,Yes,No,Business analyst ,9171,No,No,No,Us,Ads - ETL Tools,Immediately,"mysql,ms_sql",ms_sql
2191@customer-leads.com,request quote,No,Yes,Cto,4861,Yes,Yes,No,Germany,Direct - Home,This Quarter,google_analytics ,"bigquery,s3"
2192@customer-leads.com,contact us,No,Yes,Business analyst ,6014,No,Yes,Yes,Japan,Blog - Generic,Early Exploration,google_analytics ,"postgres,s3,ms_sql"
2193@customer-leads.com,created account ,No,No,Cto,1439,Yes,No,No,Germany,Blog - Generic,Early Exploration,"python,chartio,superset",ms_sql
2194@customer-leads.com,contact us,Yes,Yes,Ceo,6090,No,No,Yes,China,Ads - ETL Tools,This Quarter,google_analytics ,"bigquery,s3"
2195@customer-leads.com,request demo ,Yes,No,Product manager,6971,No,No,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql"
2196@customer-leads.com,request demo ,Yes,No,Product manager,1495,Yes,Yes,No,Us,Blog - Redshift - Generic,Immediately,google_analytics ,"postgres,s3,ms_sql"
2197@customer-leads.com,created account ,No,Yes,Cto,7765,Yes,No,No,China,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","snowflake,rds,ms_sql"
2198@customer-leads.com,request quote,No,No,Swe,1433,No,Yes,No,China,Blog - Generic,Early Exploration,"redshift,s3,tableau",ms_sql
2199@customer-leads.com,request quote,Yes,No,Product manager,4638,Yes,Yes,Yes,China,Direct - Home,In A Month,google_analytics ,"postgres,s3,ms_sql"
2200@customer-leads.com,created account ,Yes,No,Cto,6213,Yes,Yes,No,Japan,Blog - Redshift - X to Y,This Quarter,"aurora,s3","postgres,s3,ms_sql"
2201@customer-leads.com,request quote,No,No,Product manager,8887,No,Yes,Yes,Denmark,Blog - Redshift - Generic,Immediately,google_analytics ,redshift
2202@customer-leads.com,contact us,No,Yes,Product manager,1292,Yes,Yes,Yes,India,Ads - ETL Tools,Early Exploration,"aurora,s3",ms_sql
2203@customer-leads.com,created account ,Yes,No,Tech lead,4109,No,No,No,China,Direct - Home,In A Month,google_analytics ,"bigquery,s3"
2204@customer-leads.com,created account ,Yes,Yes,Swe,2217,Yes,No,No,Japan,Blog - Generic,Early Exploration,"redshift,s3,tableau","snowflake,rds,ms_sql"
2205@customer-leads.com,request quote,No,Yes,Business analyst ,1710,No,Yes,Yes,Us,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3"
2206@customer-leads.com,request quote,No,Yes,Cto,2932,No,Yes,No,China,Blog - Redshift - Generic,In A Month,google_analytics ,ms_sql
2207@customer-leads.com,request quote,Yes,No,Swe,7149,Yes,No,Yes,India,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","bigquery,s3"
2208@customer-leads.com,request quote,No,Yes,Business analyst ,1902,No,No,No,Denmark,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql",ms_sql
2209@customer-leads.com,created account ,Yes,No,Ceo,1113,Yes,Yes,Yes,Us,Ads - ETL Tools,Immediately,"redshift,s3,tableau",redshift
2210@customer-leads.com,request quote,No,No,Business analyst ,2004,Yes,Yes,No,China,Blog - Redshift - X to Y,This Quarter,"aurora,s3",redshift
2211@customer-leads.com,request demo ,No,Yes,Tech lead,3615,Yes,No,No,Germany,Direct - Home,Early Exploration,"mysql,ms_sql",redshift
2212@customer-leads.com,contact us,No,No,Tech lead,5583,Yes,Yes,No,Japan,Direct - Home,In A Month,"mysql,ms_sql",redshift
2213@customer-leads.com,created account ,Yes,No,Swe,2177,Yes,Yes,Yes,Germany,Blog - Generic,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql"
2214@customer-leads.com,created account ,No,Yes,Swe,8029,Yes,No,Yes,Denmark,Blog - Generic,This Quarter,"aurora,s3",redshift
2215@customer-leads.com,contact us,No,No,Ceo,4598,Yes,Yes,Yes,Denmark,Blog - Redshift - Generic,Immediately,"aurora,s3","bigquery,s3"
2216@customer-leads.com,contact us,Yes,Yes,Tech lead,5761,Yes,Yes,Yes,Us,Blog - Redshift - Generic,This Quarter,google_analytics ,"postgres,s3,ms_sql"
2217@customer-leads.com,created account ,Yes,No,Swe,2217,No,No,Yes,Us,Blog - Redshift - X to Y,In A Month,"aurora,s3","bigquery,s3"
2218@customer-leads.com,created account ,No,Yes,Product manager,9203,No,No,No,India,Direct - Home,In A Month,google_analytics ,redshift
2219@customer-leads.com,contact us,Yes,No,Business analyst ,9695,No,No,Yes,China,Ads - ETL Tools,This Quarter,google_analytics ,ms_sql
2220@customer-leads.com,request quote,Yes,Yes,Cto,9931,Yes,Yes,No,Germany,Blog - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql"
2221@customer-leads.com,created account ,No,No,Business analyst ,8561,Yes,Yes,No,China,Direct - Home,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2222@customer-leads.com,created account ,Yes,No,Business analyst ,197,Yes,No,No,Germany,Ads - ETL Tools,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2223@customer-leads.com,created account ,Yes,Yes,Cto,6865,Yes,Yes,Yes,Japan,Blog - Generic,Immediately,"aurora,s3","postgres,s3,ms_sql"
2224@customer-leads.com,request quote,Yes,No,Cto,6214,No,Yes,No,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","snowflake,rds,ms_sql"
2225@customer-leads.com,request demo ,Yes,Yes,Tech lead,688,No,Yes,Yes,Japan,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql"
2226@customer-leads.com,contact us,No,Yes,Cto,6549,No,Yes,Yes,Denmark,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql"
2227@customer-leads.com,created account ,Yes,No,Business analyst ,2398,No,No,No,Japan,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql",ms_sql
2228@customer-leads.com,request quote,Yes,Yes,Swe,955,Yes,Yes,No,Germany,Direct - Home,In A Month,"python,chartio,superset",redshift
2229@customer-leads.com,contact us,No,Yes,Cto,3649,No,Yes,Yes,China,Ads - ETL Tools,In A Month,"python,chartio,superset","postgres,s3,ms_sql"
2230@customer-leads.com,contact us,Yes,No,Swe,4009,No,No,Yes,China,Direct - Home,In A Month,"aurora,s3","bigquery,s3"
2231@customer-leads.com,contact us,No,No,Ceo,5747,Yes,No,No,Us,Blog - Generic,This Quarter,"python,chartio,superset",redshift
2232@customer-leads.com,contact us,No,Yes,Tech lead,9122,No,Yes,No,Us,Direct - Home,Early Exploration,"aurora,s3",redshift
2233@customer-leads.com,contact us,Yes,Yes,Tech lead,4315,No,Yes,Yes,Japan,Direct - Home,In A Month,"aurora,s3","snowflake,rds,ms_sql"
2234@customer-leads.com,request demo ,No,No,Ceo,3269,No,Yes,Yes,Japan,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2235@customer-leads.com,request demo ,No,Yes,Business analyst ,6564,No,No,Yes,India,Blog - Redshift - Generic,In A Month,google_analytics ,redshift
2236@customer-leads.com,request demo ,No,No,Product manager,9545,No,Yes,Yes,Us,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","bigquery,s3"
2237@customer-leads.com,request quote,No,No,Product manager,9399,No,No,Yes,Germany,Blog - Generic,Early Exploration,"mysql,ms_sql",redshift
2238@customer-leads.com,created account ,No,Yes,Tech lead,6286,Yes,No,Yes,Denmark,Ads - ETL Tools,This Quarter,"aurora,s3","postgres,s3,ms_sql"
2239@customer-leads.com,created account ,Yes,No,Cto,8923,No,No,Yes,Denmark,Blog - Generic,Immediately,"aurora,s3",ms_sql
2240@customer-leads.com,request demo ,Yes,Yes,Business analyst ,1595,Yes,No,No,Denmark,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql
2241@customer-leads.com,created account ,No,Yes,Ceo,1709,Yes,Yes,Yes,Germany,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3"
2242@customer-leads.com,contact us,Yes,No,Ceo,1778,No,No,Yes,Us,Blog - Redshift - X to Y,This Quarter,google_analytics ,"bigquery,s3"
2243@customer-leads.com,created account ,No,Yes,Business analyst ,3888,No,Yes,No,Germany,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",redshift
2244@customer-leads.com,contact us,No,Yes,Product manager,2940,No,Yes,No,China,Blog - Generic,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql"
2245@customer-leads.com,contact us,Yes,No,Product manager,6682,Yes,No,Yes,Germany,Blog - Redshift - Generic,Immediately,"aurora,s3","postgres,s3,ms_sql"
2246@customer-leads.com,created account ,Yes,No,Business analyst ,1187,No,Yes,Yes,China,Blog - Redshift - Generic,In A Month,"mysql,ms_sql",redshift
2247@customer-leads.com,request demo ,Yes,Yes,Tech lead,366,No,No,Yes,Us,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql"
2248@customer-leads.com,request quote,No,Yes,Ceo,7178,Yes,No,Yes,Us,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2249@customer-leads.com,request demo ,Yes,No,Swe,8648,No,No,No,China,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql"
2250@customer-leads.com,request quote,No,Yes,Business analyst ,3250,No,Yes,Yes,Germany,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql"
2251@customer-leads.com,request demo ,No,No,Tech lead,4240,No,No,Yes,India,Direct - Home,This Quarter,"python,chartio,superset",redshift
2252@customer-leads.com,created account ,Yes,Yes,Cto,6484,No,No,Yes,Germany,Ads - ETL Tools,This Quarter,"python,chartio,superset",ms_sql
2253@customer-leads.com,contact us,No,No,Cto,5362,No,No,No,India,Blog - Redshift - X to Y,In A Month,"aurora,s3","postgres,s3,ms_sql"
2254@customer-leads.com,request demo ,Yes,No,Business analyst ,4732,No,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,google_analytics ,"snowflake,rds,ms_sql"
2255@customer-leads.com,request demo ,No,Yes,Tech lead,8029,No,No,No,Us,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","postgres,s3,ms_sql"
2256@customer-leads.com,request quote,No,Yes,Ceo,2607,No,No,No,Japan,Ads - ETL Tools,This Quarter,google_analytics ,ms_sql
2257@customer-leads.com,request demo ,No,Yes,Tech lead,2013,Yes,No,No,India,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","bigquery,s3"
2258@customer-leads.com,created account ,Yes,Yes,Swe,68,No,No,No,Japan,Blog - Generic,This Quarter,"mysql,ms_sql","bigquery,s3"
2259@customer-leads.com,request demo ,Yes,No,Ceo,7432,Yes,No,No,Denmark,Blog - Generic,Immediately,google_analytics ,ms_sql
2260@customer-leads.com,contact us,Yes,No,Tech lead,6252,Yes,Yes,No,China,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau",ms_sql
2261@customer-leads.com,request quote,No,No,Swe,7792,No,No,No,China,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql"
2262@customer-leads.com,request demo ,Yes,No,Business analyst ,2605,Yes,Yes,Yes,Us,Blog - Generic,This Quarter,"redshift,s3,tableau",redshift
2263@customer-leads.com,contact us,Yes,Yes,Tech lead,4141,Yes,No,Yes,India,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql"
2264@customer-leads.com,contact us,Yes,No,Swe,2215,Yes,Yes,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau","bigquery,s3"
2265@customer-leads.com,contact us,Yes,No,Ceo,2183,Yes,No,Yes,Us,Blog - Redshift - Generic,Immediately,google_analytics ,"bigquery,s3"
2266@customer-leads.com,contact us,No,Yes,Ceo,4512,Yes,Yes,No,Denmark,Ads - ETL Tools,This Quarter,"python,chartio,superset","postgres,s3,ms_sql"
2267@customer-leads.com,contact us,Yes,Yes,Tech lead,8458,No,No,Yes,Germany,Ads - ETL Tools,This Quarter,"python,chartio,superset","postgres,s3,ms_sql"
2268@customer-leads.com,request demo ,Yes,Yes,Tech lead,6958,No,No,No,Germany,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",redshift
2269@customer-leads.com,contact us,No,Yes,Cto,7580,Yes,Yes,No,India,Ads - ETL Tools,This Quarter,"redshift,s3,tableau",redshift
2270@customer-leads.com,contact us,No,No,Tech lead,9538,No,No,No,India,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql"
2271@customer-leads.com,contact us,Yes,Yes,Cto,3785,No,No,Yes,Germany,Blog - Redshift - Generic,This Quarter,google_analytics ,"postgres,s3,ms_sql"
2272@customer-leads.com,contact us,No,No,Product manager,9485,Yes,No,Yes,Germany,Direct - Home,In A Month,"mysql,ms_sql",ms_sql
2273@customer-leads.com,contact us,No,No,Ceo,3065,Yes,No,Yes,Japan,Blog - Redshift - X to Y,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2274@customer-leads.com,created account ,Yes,No,Business analyst ,1206,No,No,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",redshift
2275@customer-leads.com,contact us,No,No,Tech lead,9285,No,No,Yes,India,Direct - Home,This Quarter,"redshift,s3,tableau",redshift
2276@customer-leads.com,request quote,Yes,No,Ceo,6374,No,Yes,No,Us,Direct - Home,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2277@customer-leads.com,contact us,No,Yes,Business analyst ,9482,Yes,Yes,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,google_analytics ,redshift
2278@customer-leads.com,request demo ,No,Yes,Business analyst ,5995,Yes,No,Yes,Denmark,Blog - Redshift - Generic,This Quarter,google_analytics ,ms_sql
2279@customer-leads.com,request quote,Yes,Yes,Swe,3772,No,Yes,Yes,India,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",redshift
2280@customer-leads.com,contact us,Yes,No,Product manager,8087,No,Yes,No,Germany,Blog - Generic,This Quarter,"python,chartio,superset",redshift
2281@customer-leads.com,contact us,Yes,Yes,Tech lead,2269,No,No,Yes,Denmark,Ads - ETL Tools,This Quarter,"aurora,s3","snowflake,rds,ms_sql"
2282@customer-leads.com,request quote,No,Yes,Tech lead,6724,No,No,No,Denmark,Direct - Home,Early Exploration,"python,chartio,superset","bigquery,s3"
2283@customer-leads.com,request quote,Yes,No,Swe,2031,Yes,No,No,India,Blog - Generic,Early Exploration,"python,chartio,superset","bigquery,s3"
2284@customer-leads.com,request demo ,No,Yes,Ceo,1601,Yes,Yes,Yes,Us,Blog - Generic,This Quarter,"aurora,s3","postgres,s3,ms_sql"
2285@customer-leads.com,request quote,No,Yes,Cto,4745,Yes,No,No,China,Ads - ETL Tools,Immediately,google_analytics ,redshift
2286@customer-leads.com,created account ,Yes,No,Product manager,8319,No,Yes,No,Us,Direct - Home,This Quarter,google_analytics ,ms_sql
2287@customer-leads.com,request demo ,Yes,Yes,Product manager,2695,Yes,Yes,No,Germany,Blog - Redshift - X to Y,This Quarter,"aurora,s3",ms_sql
2288@customer-leads.com,request quote,Yes,Yes,Tech lead,1643,No,Yes,No,Denmark,Blog - Redshift - Generic,Immediately,google_analytics ,"bigquery,s3"
2289@customer-leads.com,request demo ,Yes,Yes,Product manager,9674,No,No,No,China,Blog - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2290@customer-leads.com,contact us,No,No,Product manager,447,No,No,No,Us,Ads - ETL Tools,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2291@customer-leads.com,contact us,Yes,No,Business analyst ,9448,No,Yes,Yes,India,Blog - Generic,In A Month,google_analytics ,redshift
2292@customer-leads.com,created account ,No,Yes,Product manager,2294,Yes,Yes,No,China,Blog - Generic,In A Month,google_analytics ,"snowflake,rds,ms_sql"
2293@customer-leads.com,created account ,No,Yes,Business analyst ,2569,Yes,No,Yes,Japan,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau","bigquery,s3"
2294@customer-leads.com,contact us,Yes,No,Business analyst ,4217,Yes,No,No,Denmark,Direct - Home,This Quarter,"mysql,ms_sql",ms_sql
2295@customer-leads.com,created account ,Yes,No,Cto,923,Yes,No,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"aurora,s3","bigquery,s3"
2296@customer-leads.com,created account ,Yes,Yes,Product manager,9306,Yes,Yes,Yes,India,Blog - Redshift - X to Y,Immediately,"aurora,s3","bigquery,s3"
2297@customer-leads.com,created account ,No,No,Cto,8881,No,No,Yes,Denmark,Blog - Generic,Early Exploration,"aurora,s3","bigquery,s3"
2298@customer-leads.com,contact us,No,No,Business analyst ,6390,No,No,No,Japan,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql"
2299@customer-leads.com,created account ,No,Yes,Product manager,1702,No,No,Yes,China,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql"
2300@customer-leads.com,created account ,No,Yes,Tech lead,9468,No,No,Yes,Germany,Blog - Generic,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql"
2301@customer-leads.com,created account ,No,Yes,Cto,9446,Yes,No,No,Us,Blog - Redshift - X to Y,In A Month,"aurora,s3",ms_sql
2302@customer-leads.com,contact us,Yes,Yes,Cto,5223,Yes,No,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2303@customer-leads.com,request quote,Yes,No,Business analyst ,7803,No,Yes,No,Us,Blog - Redshift - X to Y,Immediately,google_analytics ,ms_sql
2304@customer-leads.com,request demo ,No,Yes,Cto,3356,No,Yes,No,Germany,Direct - Home,This Quarter,google_analytics ,redshift
2305@customer-leads.com,request demo ,Yes,Yes,Product manager,3252,No,Yes,No,Us,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql"
2306@customer-leads.com,request quote,No,Yes,Business analyst ,5377,No,Yes,No,Japan,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","bigquery,s3"
2307@customer-leads.com,request quote,Yes,No,Business analyst ,8627,Yes,No,No,China,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql
2308@customer-leads.com,created account ,Yes,No,Tech lead,6363,Yes,Yes,No,China,Direct - Home,In A Month,"mysql,ms_sql",redshift
2309@customer-leads.com,created account ,Yes,No,Product manager,4170,Yes,No,No,China,Blog - Generic,Immediately,google_analytics ,redshift
2310@customer-leads.com,request quote,No,Yes,Tech lead,2349,No,No,No,Germany,Ads - ETL Tools,Immediately,"python,chartio,superset","postgres,s3,ms_sql"
2311@customer-leads.com,request demo ,Yes,No,Swe,4876,No,No,No,China,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",ms_sql
2312@customer-leads.com,created account ,No,Yes,Cto,7344,Yes,No,Yes,Germany,Ads - ETL Tools,In A Month,"mysql,ms_sql","postgres,s3,ms_sql"
2313@customer-leads.com,request demo ,No,Yes,Cto,8878,No,No,Yes,Us,Ads - ETL Tools,Immediately,google_analytics ,ms_sql
2314@customer-leads.com,contact us,Yes,Yes,Tech lead,4450,No,Yes,No,Germany,Ads - ETL Tools,In A Month,"redshift,s3,tableau",ms_sql
2315@customer-leads.com,request quote,No,No,Tech lead,6122,No,Yes,Yes,Japan,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql"
2316@customer-leads.com,request demo ,Yes,Yes,Business analyst ,2691,Yes,No,Yes,China,Blog - Generic,This Quarter,"redshift,s3,tableau",ms_sql
2317@customer-leads.com,created account ,No,Yes,Business analyst ,9000,Yes,No,Yes,Japan,Blog - Generic,Immediately,google_analytics ,redshift
2318@customer-leads.com,request demo ,No,No,Product manager,7660,Yes,Yes,No,India,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",ms_sql
2319@customer-leads.com,request quote,Yes,Yes,Ceo,2927,Yes,No,Yes,Us,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau",ms_sql
2320@customer-leads.com,request demo ,Yes,Yes,Tech lead,7163,Yes,No,Yes,Germany,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2321@customer-leads.com,created account ,Yes,No,Swe,2104,No,No,No,Denmark,Blog - Generic,This Quarter,"redshift,s3,tableau",redshift
2322@customer-leads.com,created account ,Yes,Yes,Tech lead,1265,No,Yes,Yes,Us,Blog - Generic,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql"
2323@customer-leads.com,created account ,Yes,Yes,Business analyst ,6598,Yes,Yes,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",redshift
2324@customer-leads.com,request demo ,No,Yes,Ceo,862,No,No,Yes,China,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",redshift
2325@customer-leads.com,contact us,Yes,Yes,Product manager,5788,No,No,No,Us,Blog - Generic,This Quarter,"aurora,s3","bigquery,s3"
2326@customer-leads.com,contact us,No,No,Cto,9151,Yes,Yes,Yes,Denmark,Direct - Home,Immediately,"python,chartio,superset","postgres,s3,ms_sql"
2327@customer-leads.com,contact us,Yes,No,Ceo,9653,No,Yes,Yes,Germany,Direct - Home,In A Month,"python,chartio,superset",ms_sql
2328@customer-leads.com,request demo ,Yes,Yes,Ceo,1924,No,No,Yes,Japan,Direct - Home,This Quarter,"python,chartio,superset","bigquery,s3"
2329@customer-leads.com,request quote,Yes,Yes,Business analyst ,7201,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql"
2330@customer-leads.com,created account ,No,Yes,Cto,2319,No,No,Yes,Germany,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql"
2331@customer-leads.com,request quote,No,No,Product manager,693,No,Yes,No,China,Blog - Generic,In A Month,google_analytics ,"bigquery,s3"
2332@customer-leads.com,request demo ,No,No,Business analyst ,5643,Yes,Yes,No,Japan,Direct - Home,In A Month,google_analytics ,redshift
2333@customer-leads.com,request quote,No,No,Business analyst ,5634,No,No,Yes,China,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","snowflake,rds,ms_sql"
2334@customer-leads.com,request demo ,Yes,Yes,Product manager,2675,No,Yes,Yes,Germany,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","bigquery,s3"
2335@customer-leads.com,created account ,No,Yes,Ceo,6602,No,No,No,India,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql"
2336@customer-leads.com,contact us,Yes,No,Swe,6240,Yes,Yes,Yes,Germany,Blog - Generic,Immediately,google_analytics ,redshift
2337@customer-leads.com,contact us,Yes,Yes,Tech lead,1569,Yes,No,Yes,Germany,Ads - ETL Tools,This Quarter,google_analytics ,"bigquery,s3"
2338@customer-leads.com,request quote,No,No,Business analyst ,4747,No,Yes,Yes,India,Blog - Generic,In A Month,"mysql,ms_sql","bigquery,s3"
