Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations,Status
906@customer-leads.com,contact us,No,Yes,Product manager,2955,No,Yes,Yes,China,Ads - ETL Tools,In A Month,google_analytics ,ms_sql,May Consider
907@customer-leads.com,request quote,No,No,Swe,4300,No,Yes,Yes,Denmark,Direct - Home,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Not Interested
908@customer-leads.com,request quote,No,No,Tech lead,5548,Yes,No,No,Us,Direct - Home,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
909@customer-leads.com,request quote,Yes,Yes,Cto,6082,Yes,Yes,No,India,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","bigquery,s3",Interested
910@customer-leads.com,created account ,No,No,Swe,8287,Yes,No,No,Us,Blog - Redshift - X to Y,In A Month,"aurora,s3",ms_sql,Not Interested
911@customer-leads.com,created account ,No,Yes,Business analyst ,6479,Yes,No,Yes,Japan,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",redshift,May Consider
912@customer-leads.com,request quote,Yes,Yes,Product manager,8575,Yes,No,Yes,China,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset",ms_sql,Interested
913@customer-leads.com,request demo ,No,Yes,Product manager,5085,Yes,Yes,No,Us,Ads - ETL Tools,In A Month,google_analytics ,redshift,May Consider
914@customer-leads.com,request demo ,Yes,Yes,Tech lead,7824,No,Yes,Yes,Us,Direct - Home,This Quarter,"aurora,s3","bigquery,s3",Interested
915@customer-leads.com,request demo ,Yes,Yes,Product manager,3252,No,No,No,Us,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",ms_sql,Interested
916@customer-leads.com,request quote,No,Yes,Product manager,3295,Yes,Yes,Yes,India,Direct - Home,Early Exploration,google_analytics ,ms_sql,May Consider
917@customer-leads.com,created account ,Yes,No,Ceo,8496,No,No,Yes,Denmark,Direct - Home,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
918@customer-leads.com,contact us,Yes,Yes,Business analyst ,3724,No,Yes,Yes,China,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau","bigquery,s3",Interested
919@customer-leads.com,request quote,Yes,No,Business analyst ,9318,Yes,No,No,Denmark,Blog - Redshift - Generic,Early Exploration,google_analytics ,ms_sql,Not Interested
920@customer-leads.com,created account ,No,Yes,Tech lead,1202,No,Yes,No,China,Blog - Redshift - Generic,In A Month,"aurora,s3",redshift,May Consider
921@customer-leads.com,request quote,No,Yes,Ceo,3448,Yes,Yes,No,Us,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
922@customer-leads.com,request demo ,No,No,Cto,4552,Yes,No,No,Japan,Ads - ETL Tools,In A Month,"aurora,s3","postgres,s3,ms_sql",Not Interested
923@customer-leads.com,request quote,Yes,Yes,Business analyst ,704,No,Yes,No,Germany,Direct - Home,This Quarter,google_analytics ,ms_sql,Interested
924@customer-leads.com,request demo ,No,Yes,Business analyst ,935,No,No,Yes,China,Blog - Redshift - X to Y,Immediately,google_analytics ,"bigquery,s3",May Consider
925@customer-leads.com,request demo ,No,No,Business analyst ,294,No,No,Yes,Germany,Blog - Generic,In A Month,"redshift,s3,tableau",ms_sql,Not Interested
926@customer-leads.com,request demo ,No,No,Swe,2405,Yes,Yes,Yes,Denmark,Ads - ETL Tools,Early Exploration,"mysql,ms_sql",redshift,Not Interested
927@customer-leads.com,request demo ,No,No,Ceo,7540,No,Yes,No,Denmark,Blog - Redshift - Generic,In A Month,"aurora,s3",ms_sql,Not Interested
928@customer-leads.com,request quote,No,No,Product manager,3011,No,Yes,Yes,Denmark,Blog - Generic,This Quarter,"aurora,s3",redshift,Not Interested
929@customer-leads.com,request quote,Yes,Yes,Cto,6390,Yes,No,No,Japan,Blog - Generic,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
930@customer-leads.com,contact us,Yes,No,Cto,4182,Yes,No,No,Germany,Blog - Redshift - Generic,In A Month,"python,chartio,superset",ms_sql,Not Interested
931@customer-leads.com,request demo ,Yes,Yes,Tech lead,6643,No,Yes,No,Japan,Ads - ETL Tools,In A Month,"aurora,s3","snowflake,rds,ms_sql",Interested
932@customer-leads.com,request quote,Yes,No,Business analyst ,6625,No,No,No,Japan,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
933@customer-leads.com,contact us,No,Yes,Ceo,2072,Yes,No,No,Germany,Ads - ETL Tools,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",May Consider
934@customer-leads.com,contact us,Yes,Yes,Ceo,3797,Yes,No,Yes,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",ms_sql,Interested
935@customer-leads.com,contact us,Yes,No,Ceo,1885,No,Yes,Yes,India,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
936@customer-leads.com,request demo ,Yes,Yes,Cto,9828,No,No,Yes,Japan,Blog - Redshift - Generic,In A Month,"aurora,s3",redshift,Interested
937@customer-leads.com,request quote,No,No,Tech lead,9558,No,Yes,Yes,Denmark,Ads - ETL Tools,This Quarter,"mysql,ms_sql",redshift,Not Interested
938@customer-leads.com,request quote,No,Yes,Product manager,1338,Yes,Yes,No,Us,Blog - Generic,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
939@customer-leads.com,created account ,Yes,Yes,Swe,9669,No,No,No,Denmark,Direct - Home,Early Exploration,"mysql,ms_sql",ms_sql,Interested
940@customer-leads.com,contact us,Yes,No,Swe,7661,No,Yes,No,Us,Ads - ETL Tools,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
941@customer-leads.com,request quote,Yes,No,Ceo,2127,Yes,Yes,No,Denmark,Blog - Redshift - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Not Interested
942@customer-leads.com,request quote,No,Yes,Tech lead,9104,No,No,Yes,India,Blog - Generic,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
943@customer-leads.com,request quote,Yes,Yes,Business analyst ,6180,No,No,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"aurora,s3",redshift,Interested
944@customer-leads.com,request quote,No,No,Tech lead,7419,No,No,Yes,Denmark,Blog - Redshift - Generic,In A Month,"aurora,s3","bigquery,s3",Not Interested
945@customer-leads.com,contact us,No,Yes,Swe,8944,No,Yes,No,China,Direct - Home,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",May Consider
946@customer-leads.com,request demo ,Yes,No,Ceo,9196,Yes,Yes,Yes,Japan,Ads - ETL Tools,This Quarter,"redshift,s3,tableau","bigquery,s3",Not Interested
947@customer-leads.com,request quote,No,No,Business analyst ,9200,No,Yes,Yes,Denmark,Ads - ETL Tools,Early Exploration,"mysql,ms_sql",ms_sql,Not Interested
948@customer-leads.com,created account ,Yes,No,Cto,4642,Yes,Yes,Yes,Japan,Blog - Redshift - Generic,Early Exploration,google_analytics ,"postgres,s3,ms_sql",Not Interested
949@customer-leads.com,contact us,Yes,No,Business analyst ,6179,No,No,Yes,China,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
950@customer-leads.com,created account ,No,Yes,Cto,7434,Yes,No,No,China,Ads - ETL Tools,Early Exploration,google_analytics ,"postgres,s3,ms_sql",May Consider
951@customer-leads.com,created account ,Yes,Yes,Tech lead,2523,No,Yes,Yes,India,Blog - Redshift - Generic,In A Month,google_analytics ,"snowflake,rds,ms_sql",Interested
952@customer-leads.com,request demo ,No,No,Product manager,8408,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset",ms_sql,Not Interested
953@customer-leads.com,created account ,No,No,Swe,2963,Yes,No,Yes,Germany,Blog - Redshift - Generic,Early Exploration,"aurora,s3",ms_sql,Not Interested
954@customer-leads.com,created account ,No,Yes,Tech lead,1777,Yes,Yes,No,China,Blog - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",May Consider
955@customer-leads.com,contact us,No,No,Cto,6163,No,Yes,Yes,Denmark,Direct - Home,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
956@customer-leads.com,request demo ,No,No,Swe,1110,Yes,No,No,Germany,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,Not Interested
957@customer-leads.com,request quote,No,No,Tech lead,2440,No,No,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Not Interested
958@customer-leads.com,created account ,Yes,Yes,Tech lead,881,Yes,No,Yes,China,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Interested
959@customer-leads.com,contact us,No,No,Business analyst ,3121,No,No,No,China,Direct - Home,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
960@customer-leads.com,created account ,Yes,Yes,Ceo,3164,Yes,Yes,No,China,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau","bigquery,s3",Interested
961@customer-leads.com,created account ,Yes,Yes,Product manager,3243,No,No,Yes,Denmark,Ads - ETL Tools,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
962@customer-leads.com,request demo ,Yes,No,Cto,8630,Yes,Yes,Yes,Us,Blog - Generic,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
963@customer-leads.com,request quote,No,Yes,Swe,8502,Yes,Yes,No,China,Blog - Generic,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
964@customer-leads.com,request quote,No,No,Swe,9025,No,No,No,Germany,Blog - Redshift - Generic,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
965@customer-leads.com,created account ,Yes,Yes,Product manager,7456,Yes,No,Yes,India,Blog - Redshift - X to Y,Early Exploration,"aurora,s3",redshift,Interested
966@customer-leads.com,contact us,No,No,Product manager,5074,No,No,No,Germany,Ads - ETL Tools,In A Month,"aurora,s3","postgres,s3,ms_sql",Not Interested
967@customer-leads.com,contact us,Yes,No,Product manager,9833,Yes,Yes,No,Us,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau","bigquery,s3",Not Interested
968@customer-leads.com,contact us,No,No,Swe,4085,No,No,Yes,China,Blog - Redshift - Generic,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
969@customer-leads.com,request demo ,No,No,Swe,2543,Yes,No,No,India,Blog - Redshift - Generic,In A Month,google_analytics ,redshift,Not Interested
970@customer-leads.com,created account ,No,No,Business analyst ,3177,No,No,Yes,China,Blog - Redshift - Generic,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
971@customer-leads.com,contact us,No,Yes,Swe,745,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset",redshift,May Consider
972@customer-leads.com,created account ,No,No,Swe,1952,Yes,No,Yes,Germany,Blog - Generic,This Quarter,"mysql,ms_sql",redshift,Not Interested
973@customer-leads.com,created account ,No,Yes,Business analyst ,4925,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,May Consider
974@customer-leads.com,request quote,Yes,No,Tech lead,2951,Yes,Yes,Yes,Us,Blog - Generic,This Quarter,"mysql,ms_sql",ms_sql,Not Interested
975@customer-leads.com,request demo ,No,No,Business analyst ,275,No,No,Yes,Germany,Blog - Redshift - Generic,In A Month,"mysql,ms_sql",ms_sql,Not Interested
976@customer-leads.com,request demo ,Yes,No,Cto,863,No,Yes,No,Germany,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
977@customer-leads.com,contact us,No,Yes,Product manager,4843,Yes,Yes,No,Germany,Direct - Home,Early Exploration,"python,chartio,superset","bigquery,s3",May Consider
978@customer-leads.com,created account ,Yes,Yes,Cto,8548,Yes,No,No,Denmark,Direct - Home,Early Exploration,"aurora,s3",redshift,Interested
979@customer-leads.com,created account ,No,Yes,Tech lead,3900,No,Yes,No,India,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","bigquery,s3",May Consider
980@customer-leads.com,request demo ,No,No,Ceo,9373,Yes,No,Yes,Germany,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
981@customer-leads.com,contact us,Yes,No,Tech lead,7650,No,Yes,Yes,China,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
982@customer-leads.com,contact us,No,Yes,Product manager,3470,No,No,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
983@customer-leads.com,request quote,Yes,Yes,Product manager,5488,Yes,Yes,No,India,Blog - Generic,Immediately,"mysql,ms_sql","bigquery,s3",Interested
984@customer-leads.com,request demo ,No,No,Product manager,5140,No,Yes,No,China,Direct - Home,Early Exploration,"redshift,s3,tableau",ms_sql,Not Interested
985@customer-leads.com,request demo ,Yes,Yes,Swe,9009,Yes,Yes,No,Germany,Ads - ETL Tools,In A Month,"mysql,ms_sql",redshift,Interested
986@customer-leads.com,created account ,Yes,No,Cto,7793,No,Yes,Yes,Us,Ads - ETL Tools,This Quarter,"mysql,ms_sql",ms_sql,Not Interested
987@customer-leads.com,contact us,No,Yes,Tech lead,4532,Yes,Yes,Yes,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",ms_sql,May Consider
988@customer-leads.com,request demo ,Yes,No,Cto,4010,No,No,No,Germany,Blog - Redshift - Generic,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
989@customer-leads.com,contact us,Yes,No,Product manager,8303,No,No,Yes,China,Blog - Generic,This Quarter,google_analytics ,"postgres,s3,ms_sql",Not Interested
990@customer-leads.com,request demo ,Yes,Yes,Tech lead,8286,Yes,Yes,No,India,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
991@customer-leads.com,request demo ,Yes,Yes,Tech lead,2342,No,No,Yes,Us,Blog - Redshift - X to Y,This Quarter,google_analytics ,"snowflake,rds,ms_sql",Interested
992@customer-leads.com,request demo ,Yes,Yes,Product manager,9454,Yes,Yes,No,Us,Direct - Home,Immediately,"redshift,s3,tableau",redshift,Interested
993@customer-leads.com,request quote,Yes,No,Cto,5019,No,No,Yes,Germany,Blog - Generic,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
994@customer-leads.com,contact us,Yes,Yes,Swe,1753,No,No,No,China,Ads - ETL Tools,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
995@customer-leads.com,request demo ,No,Yes,Tech lead,5986,No,Yes,Yes,Denmark,Direct - Home,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
996@customer-leads.com,request quote,No,No,Tech lead,7409,Yes,Yes,Yes,Us,Ads - ETL Tools,Immediately,"aurora,s3","snowflake,rds,ms_sql",Not Interested
997@customer-leads.com,created account ,Yes,Yes,Cto,6133,Yes,Yes,No,Germany,Direct - Home,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Interested
998@customer-leads.com,created account ,Yes,Yes,Tech lead,110,No,Yes,Yes,China,Blog - Redshift - X to Y,This Quarter,google_analytics ,redshift,Interested
999@customer-leads.com,request demo ,Yes,No,Product manager,814,Yes,Yes,Yes,China,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Not Interested
1000@customer-leads.com,request quote,Yes,No,Ceo,6517,No,No,No,Denmark,Blog - Redshift - X to Y,Early Exploration,google_analytics ,ms_sql,Not Interested
1001@customer-leads.com,contact us,Yes,Yes,Tech lead,3250,No,Yes,Yes,India,Blog - Redshift - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Interested
1002@customer-leads.com,contact us,Yes,No,Tech lead,4465,No,Yes,Yes,Germany,Ads - ETL Tools,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
1003@customer-leads.com,created account ,Yes,Yes,Cto,9104,Yes,Yes,No,India,Direct - Home,In A Month,"mysql,ms_sql","bigquery,s3",Interested
1004@customer-leads.com,request quote,Yes,No,Business analyst ,3246,No,No,Yes,India,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","bigquery,s3",Not Interested
1005@customer-leads.com,request demo ,Yes,Yes,Ceo,8179,No,No,No,Us,Blog - Generic,This Quarter,"mysql,ms_sql",redshift,Interested
1006@customer-leads.com,contact us,Yes,Yes,Swe,7172,No,No,Yes,Denmark,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql,Interested
1007@customer-leads.com,contact us,No,Yes,Swe,6199,No,Yes,No,Germany,Direct - Home,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1008@customer-leads.com,contact us,Yes,Yes,Swe,7869,No,Yes,No,Denmark,Blog - Generic,Immediately,"python,chartio,superset",redshift,Interested
1009@customer-leads.com,request quote,Yes,No,Tech lead,5275,No,No,Yes,India,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
1010@customer-leads.com,request demo ,No,Yes,Product manager,4406,No,No,No,China,Ads - ETL Tools,In A Month,"python,chartio,superset",ms_sql,May Consider
1011@customer-leads.com,contact us,No,Yes,Cto,2310,No,Yes,Yes,Us,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
1012@customer-leads.com,contact us,Yes,No,Swe,3522,Yes,No,No,Denmark,Ads - ETL Tools,This Quarter,"mysql,ms_sql",redshift,Not Interested
1013@customer-leads.com,request demo ,No,No,Cto,7697,Yes,No,Yes,India,Direct - Home,This Quarter,"aurora,s3","bigquery,s3",Not Interested
1014@customer-leads.com,request demo ,No,Yes,Ceo,1507,No,Yes,Yes,Denmark,Direct - Home,This Quarter,google_analytics ,redshift,May Consider
1015@customer-leads.com,request quote,No,Yes,Ceo,2250,No,No,No,Japan,Direct - Home,In A Month,"mysql,ms_sql",redshift,May Consider
1016@customer-leads.com,contact us,No,Yes,Business analyst ,4778,No,No,No,Japan,Direct - Home,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",May Consider
1017@customer-leads.com,request demo ,No,No,Tech lead,1325,Yes,No,Yes,Denmark,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
1018@customer-leads.com,created account ,No,No,Tech lead,3803,No,No,No,Us,Ads - ETL Tools,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
1019@customer-leads.com,request demo ,No,No,Cto,7244,No,No,No,China,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
1020@customer-leads.com,created account ,No,No,Swe,9028,Yes,No,No,Denmark,Blog - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Not Interested
1021@customer-leads.com,contact us,Yes,No,Ceo,1458,No,No,Yes,China,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1022@customer-leads.com,created account ,Yes,No,Product manager,451,No,No,Yes,India,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1023@customer-leads.com,request demo ,Yes,Yes,Ceo,7701,No,Yes,Yes,Denmark,Ads - ETL Tools,This Quarter,"python,chartio,superset",ms_sql,Interested
1024@customer-leads.com,request demo ,Yes,No,Ceo,6729,No,Yes,Yes,Germany,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
1025@customer-leads.com,request quote,No,No,Product manager,7844,No,No,No,Germany,Blog - Generic,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1026@customer-leads.com,created account ,No,Yes,Ceo,4274,Yes,Yes,Yes,Germany,Blog - Generic,Immediately,google_analytics ,redshift,May Consider
1027@customer-leads.com,created account ,Yes,Yes,Product manager,5375,No,Yes,No,Denmark,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
1028@customer-leads.com,request demo ,Yes,No,Ceo,3759,Yes,Yes,Yes,Germany,Blog - Generic,This Quarter,google_analytics ,ms_sql,Not Interested
1029@customer-leads.com,contact us,Yes,Yes,Cto,2204,No,Yes,Yes,Germany,Direct - Home,In A Month,"python,chartio,superset","bigquery,s3",Interested
1030@customer-leads.com,created account ,Yes,Yes,Cto,2018,Yes,No,Yes,China,Blog - Redshift - Generic,In A Month,"python,chartio,superset",redshift,Interested
1031@customer-leads.com,request quote,Yes,Yes,Business analyst ,606,No,Yes,No,China,Blog - Redshift - Generic,Early Exploration,google_analytics ,"postgres,s3,ms_sql",Interested
1032@customer-leads.com,request quote,Yes,No,Product manager,7150,No,Yes,Yes,Denmark,Direct - Home,Immediately,"redshift,s3,tableau",ms_sql,Not Interested
1033@customer-leads.com,request demo ,Yes,No,Product manager,234,Yes,No,Yes,India,Ads - ETL Tools,Immediately,google_analytics ,redshift,Not Interested
1034@customer-leads.com,created account ,Yes,Yes,Business analyst ,7428,Yes,Yes,Yes,Japan,Blog - Generic,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Interested
1035@customer-leads.com,created account ,No,Yes,Product manager,9105,Yes,No,Yes,Japan,Direct - Home,Early Exploration,"mysql,ms_sql","bigquery,s3",May Consider
1036@customer-leads.com,request demo ,Yes,No,Swe,9521,Yes,No,Yes,Denmark,Blog - Generic,In A Month,"aurora,s3",redshift,Not Interested
1037@customer-leads.com,request quote,No,Yes,Ceo,5205,No,Yes,Yes,Denmark,Ads - ETL Tools,Immediately,google_analytics ,"snowflake,rds,ms_sql",May Consider
1038@customer-leads.com,created account ,Yes,Yes,Swe,9664,Yes,Yes,Yes,Japan,Ads - ETL Tools,Immediately,google_analytics ,redshift,Interested
1039@customer-leads.com,request quote,No,Yes,Swe,4686,Yes,No,Yes,Germany,Blog - Redshift - Generic,In A Month,"mysql,ms_sql",ms_sql,May Consider
1040@customer-leads.com,contact us,Yes,Yes,Tech lead,708,No,Yes,Yes,India,Blog - Redshift - X to Y,This Quarter,google_analytics ,redshift,Interested
1041@customer-leads.com,request demo ,No,Yes,Ceo,7270,Yes,Yes,No,India,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,May Consider
1042@customer-leads.com,created account ,No,Yes,Business analyst ,7793,Yes,Yes,No,Us,Ads - ETL Tools,Immediately,google_analytics ,"bigquery,s3",May Consider
1043@customer-leads.com,contact us,Yes,Yes,Tech lead,6652,No,No,Yes,Germany,Direct - Home,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
1044@customer-leads.com,contact us,Yes,No,Ceo,364,No,No,Yes,Germany,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1045@customer-leads.com,created account ,Yes,Yes,Ceo,4460,Yes,No,Yes,China,Blog - Generic,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Interested
1046@customer-leads.com,created account ,Yes,Yes,Business analyst ,4542,Yes,No,Yes,Japan,Blog - Generic,Immediately,"python,chartio,superset",ms_sql,Interested
1047@customer-leads.com,request quote,Yes,Yes,Swe,3613,Yes,Yes,Yes,India,Blog - Generic,This Quarter,"redshift,s3,tableau",ms_sql,Interested
1048@customer-leads.com,request quote,No,Yes,Tech lead,6449,Yes,Yes,Yes,Us,Direct - Home,Early Exploration,google_analytics ,"postgres,s3,ms_sql",May Consider
1049@customer-leads.com,contact us,Yes,No,Business analyst ,4519,Yes,No,No,China,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1050@customer-leads.com,created account ,No,Yes,Swe,2458,No,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",ms_sql,May Consider
1051@customer-leads.com,request demo ,Yes,No,Product manager,517,No,No,No,China,Blog - Generic,Early Exploration,"aurora,s3",ms_sql,Not Interested
1052@customer-leads.com,request demo ,Yes,Yes,Tech lead,8505,Yes,No,Yes,India,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","postgres,s3,ms_sql",Interested
1053@customer-leads.com,request quote,Yes,No,Ceo,5142,Yes,No,No,Denmark,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql",ms_sql,Not Interested
1054@customer-leads.com,request quote,No,No,Cto,7580,No,Yes,Yes,China,Ads - ETL Tools,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
1055@customer-leads.com,request quote,Yes,No,Product manager,7610,No,Yes,Yes,Japan,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",ms_sql,Not Interested
1056@customer-leads.com,request demo ,Yes,Yes,Ceo,1575,No,No,Yes,Us,Ads - ETL Tools,Immediately,"aurora,s3",redshift,Interested
1057@customer-leads.com,request demo ,Yes,Yes,Swe,4380,Yes,Yes,No,China,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset",redshift,Interested
1058@customer-leads.com,contact us,Yes,Yes,Product manager,7534,Yes,Yes,Yes,China,Blog - Redshift - Generic,In A Month,"python,chartio,superset",ms_sql,Interested
1059@customer-leads.com,request quote,No,Yes,Business analyst ,6639,No,No,No,India,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql",May Consider
1060@customer-leads.com,request demo ,Yes,No,Ceo,6313,No,Yes,Yes,Denmark,Direct - Home,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1061@customer-leads.com,request quote,Yes,Yes,Swe,9439,Yes,No,No,India,Blog - Generic,This Quarter,"aurora,s3","bigquery,s3",Interested
1062@customer-leads.com,request quote,Yes,Yes,Cto,8987,No,No,No,Japan,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Interested
1063@customer-leads.com,request demo ,No,No,Swe,9145,No,No,Yes,Germany,Blog - Generic,Immediately,google_analytics ,"bigquery,s3",Not Interested
1064@customer-leads.com,request demo ,Yes,Yes,Ceo,1891,No,No,Yes,India,Direct - Home,Immediately,"mysql,ms_sql",ms_sql,Interested
1065@customer-leads.com,contact us,No,No,Product manager,4573,Yes,Yes,Yes,India,Blog - Generic,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
1066@customer-leads.com,contact us,No,No,Tech lead,3692,No,No,Yes,China,Blog - Generic,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
1067@customer-leads.com,request quote,No,Yes,Business analyst ,662,No,No,Yes,Germany,Blog - Redshift - Generic,In A Month,"aurora,s3",redshift,May Consider
1068@customer-leads.com,request quote,No,No,Product manager,1432,Yes,Yes,Yes,Japan,Ads - ETL Tools,Immediately,google_analytics ,"postgres,s3,ms_sql",Not Interested
1069@customer-leads.com,request quote,No,No,Product manager,2690,Yes,No,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql",ms_sql,Not Interested
1070@customer-leads.com,contact us,Yes,No,Swe,7659,No,No,No,Us,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1071@customer-leads.com,request quote,No,Yes,Tech lead,3086,Yes,No,Yes,Germany,Direct - Home,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1072@customer-leads.com,created account ,Yes,No,Ceo,5075,Yes,No,Yes,Denmark,Ads - ETL Tools,Immediately,"mysql,ms_sql",redshift,Not Interested
1073@customer-leads.com,request quote,No,No,Business analyst ,9349,No,No,No,Japan,Blog - Generic,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
1074@customer-leads.com,contact us,Yes,Yes,Cto,4688,No,No,No,China,Direct - Home,This Quarter,"redshift,s3,tableau",redshift,Interested
1075@customer-leads.com,request quote,Yes,Yes,Tech lead,8701,No,Yes,No,Germany,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Interested
